"Dim.1"	"Dim.2"	"Dim.3"	"Dim.4"	"Dim.5"
"NCIH1819_LUNG"	0.832214294178958	0.272798923094741	0.000633908219763028	0.00144210230844816	3.47602639644869e-05
"NCIH1838_LUNG"	0.0298081194977691	0.846766302219604	0.0945459003973176	0.057527415030671	0.00768673588637443
"NCIH1944_LUNG"	0.152289009891827	0.360435267304764	0.0678068182401255	0.149712232792201	0.00788757166453846
"NCIH1975_LUNG"	0.599064715325914	0.395596921149877	0.00189188593279814	0.00152087589769847	0.0171035049167409
"NCIH2009_LUNG"	0.712481020402157	0.418934742461081	0.00464267081516624	0.00880318944980121	0.000611473675283859
"NCIH2023_LUNG"	0.196065342401506	0.54368115609911	0.0707891329787444	0.0178431157823388	0.000968071141538853
"NCIH2030_LUNG"	0.249609538960537	0.540573314822076	0.0680640836880247	0.00200130439196476	0.00241752622084314
"NCIH2073_LUNG"	0.357287383849058	1.68947646407256	0.340315088786937	0.234502994543146	0.00296124725921617
"NCIH2077_LUNG"	0.370451490332271	0.438109546793812	0.0164843007236596	0.00436444013644675	0.0533414205836566
"NCIH2085_LUNG"	0.0389312430277572	0.906100637422626	0.0491527916878865	0.00246245578389617	0.000768970621372514
"NCIH2087_LUNG"	0.41564195862996	0.438364730800594	0.0107263253502796	0.000634582369306995	0.0109129639047658
"NCIH2122_LUNG"	0.16594206343999	0.552567591925906	0.203907977853902	0.090123530543336	0.000376065771308654
"NCIH2126_LUNG"	0.152692309225072	0.607909574581109	0.107846990267135	0.0162006870842927	0.0275883005008393
"NCIH2228_LUNG"	0.873138433410398	0.291730906629886	0.0158027419075405	0.321391455036219	0.0677634174785485
"NCIH2291_LUNG"	0.112132504096914	0.758199431795402	0.0544798517361494	0.000106884190160105	0.00120294494940966
"NCIH2342_LUNG"	0.386624931217996	0.448579322978506	0.00203681325226237	0.0007958245130455	0.00197210880453518
"NCIH2347_LUNG"	0.632998087244838	0.384019138532655	0.0171351103943424	0.00969806313453946	0.0397105619332283
"NCIH23_LUNG"	0.0656284344735074	0.832144850676867	0.0194303017178625	0.0395713755844786	0.0128416808613107
"NCIH2405_LUNG"	0.461626088044965	0.38201519795203	0.02649233964232	0.0141069948401642	0.00119673988348661
"NCIH3122_LUNG"	0.259311827704953	0.561484424552317	0.0380721414584956	0.0285822832018147	0.00411969653046421
"NCIH3255_LUNG"	0.224836449330444	0.65055724351645	0.0422852464678355	0.0275445279018374	0.00840545475988763
"NCIH441_LUNG"	0.634862291467761	0.404276314491514	0.00115598778246858	0.210804234074854	0.0504544620103812
"NCIH522_LUNG"	0.655311799732417	0.383113920966321	0.0720724586491795	0.153704672696386	0.0136609641077286
"NCIH838_LUNG"	0.639415777183402	0.171278698154717	0.000449870059796201	0.268573481520272	0.0121060672273735
"NCIH854_LUNG"	0.1375074994047	0.7273329350778	0.109553482892802	0.0144900530205308	0.00673141219323786
"PC14_LUNG"	0.0100880347355743	0.896478782768313	0.129197198891956	0.060499238301281	0.0298545658980572
"PC9_LUNG"	0.0937535166803041	0.799627638836522	0.105436705552007	0.17320547796971	0.0831783632544176
"RERFLCAD1_LUNG"	0.709687165599973	0.344667197784969	0.00272710690308687	0.22907148471908	0.0142213503535793
"RERFLCAD2_LUNG"	0.0493164142241955	1.23491137113806	0.179904159547882	0.0741935700846101	0.0178912237144775
"RERFLCKJ_LUNG"	0.744967249993322	0.336311259548736	0.0223517039748293	0.0594591626261514	0.105461790128632
"RERFLCMS_LUNG"	0.146817348668777	0.621369611590771	0.0977355477299771	0.0155919601438579	0.00122296229309137
"SKLU1_LUNG"	0.0179752540802564	0.776513890621685	0.0597063051054242	1.08072005970735e-06	2.53823870865702e-08
"A549_LUNG"	0.207310897131107	0.620204203918891	0.197515330249871	0.035293295644695	0.00785215935685268
"NCIH1437_LUNG"	0.189142621530343	0.523649266035519	0.091426414490454	0.0134953381448272	0.00437521315626313
"A549_avg"	0.0582484655265047	0.420434139931871	0.303822842213858	0.00326866696476195	0.00647988009786353
"H1437_avg"	0.0843099330842688	0.0377333912040444	1.32707371758645	0.0206262088036111	0.00361487903634037
