"Dim.1"	"Dim.2"	"Dim.3"	"Dim.4"	"Dim.5"
"H1437_RHL1057"	54.1511193451425	38.920523465327	34.2094020103567	-4.57067022048146	-1.34372620684923
"H1437_RHL1059"	-160.840286181884	-38.9281125575869	21.8935617025575	-9.14704211486868	-4.09429460154013
"H1437_RHL1062"	89.3981555147606	48.2764758526199	40.2360757701434	-2.49089015512744	0.476055945392868
"H1437_RHL1066"	-230.233136172551	-62.2004183402713	4.50323499776888	-14.512948987448	-0.780172822783667
"H1437_RHL1067"	-79.0246799287455	-7.82280439015713	42.4431449441491	1.3259328817984	-8.89453380382399
"H1437_RHL1071"	-45.0738911194861	6.15448329952346	40.4444932141121	-24.3081519917413	-27.3312113418521
"H1437_RHL1073"	-21.3573705609205	16.241943128129	41.3010881506046	-24.7518530330455	-6.87012313474524
"H1437_RHL1075"	-180.630086680631	-52.4539364217803	22.7540320251677	-5.60039674741099	7.10909936318516
"H1437_RHL1077"	-190.998427297744	-54.1231802249076	20.7505260841628	9.28577265154321	6.36889180968463
"H1437_RHL1078"	-24.9815026500109	0.352172259152233	39.7565024807569	15.2097170179366	-11.187003833378
"H1437_RHL1088"	90.3016139937302	59.1457331828659	52.472978146267	11.6486536667567	2.14808194117283
"H1437_RHL1094"	-179.907909633831	-50.5652093690955	19.5002255740897	-5.73791697222953	-8.3694457057129
"H1437_RHL1095"	-123.121948774955	-32.2238412774435	30.7136961306187	-7.01352388217737	-9.06818295160865
"H1437_RHL1096"	-29.358408290668	12.1881116599081	32.9821367465478	-10.7062158129222	-4.14206109750451
"H1437_RHL1099"	-142.14498845427	-46.0150293609563	30.5914702899117	13.3643216629123	2.11508346145467
"H1437_RHL1100"	-19.912261820396	21.7027321613543	41.4217857204795	4.68355407153707	-6.5960999120503
"H1437_RHL1102"	68.7343606866507	50.005427208692	39.6542065447988	0.118607156115472	-13.4709350532785
"H1437_RHL1103"	24.5151515016432	36.4579713000995	36.4834222243258	-20.9101259312921	-13.1587736238153
"H1437_RHL1104"	-151.412446460118	-43.5614072932811	22.8261580326972	3.78757955374561	8.019403323012
"H1437_RHL1105"	12.0446965334677	36.3362262379148	36.5356573512751	26.2452043709117	12.5325700653251
