"quanti.correlation"	"quanti.p.value"
"ENSG00000100353"	0.560776704477328	1.25464529585279e-17
"ENSG00000158864"	0.560709820050703	1.26817843943359e-17
"ENSG00000129625"	0.560638917676391	1.2826806044602e-17
"ENSG00000182944"	0.560504052737951	1.31071497999785e-17
"ENSG00000123352"	0.560422522649309	1.32795264127279e-17
"ENSG00000079482"	0.560361759243077	1.34094381523587e-17
"ENSG00000177885"	0.560143031945135	1.38874577961792e-17
"ENSG00000101558"	0.5600906720079	1.40043401674464e-17
"ENSG00000101182"	0.560019391417005	1.41650080355897e-17
"ENSG00000095485"	0.560016620393959	1.41712902800085e-17
"ENSG00000066654"	0.559759115441985	1.4767145610425e-17
"ENSG00000127946"	0.559738621635509	1.48156074001771e-17
"ENSG00000168092"	0.559574679997057	1.52089261912922e-17
"ENSG00000130164"	0.559420829205555	1.55873232564481e-17
"ENSG00000139496"	0.559303068510012	1.58831687335487e-17
"ENSG00000163684"	0.559176971965851	1.62060505350301e-17
"ENSG00000083312"	0.559024358371358	1.66054340998241e-17
"ENSG00000253729"	0.558271230192368	1.87217968411577e-17
"ENSG00000167770"	0.558195782555146	1.89478233043316e-17
"ENSG00000167552"	0.558089859760636	1.92696608022927e-17
"ENSG00000168014"	0.558050592190389	1.93903265094652e-17
"ENSG00000117450"	0.55797519064892	1.96241059229101e-17
"ENSG00000163320"	0.557906455841688	1.98396178649737e-17
"ENSG00000130741"	0.557820191371358	2.01133730515795e-17
"ENSG00000085719"	0.557596329392981	2.08411501134908e-17
"ENSG00000112992"	0.557401319814509	2.14960885005074e-17
"ENSG00000120889"	0.557094764981597	2.25665836896226e-17
"ENSG00000108654"	0.556843057925935	2.348441190755e-17
"ENSG00000163882"	0.556628062633054	2.42972287739352e-17
"ENSG00000161547"	0.556599942219722	2.44055571740301e-17
"ENSG00000158161"	0.556481420983506	2.48673556088918e-17
"ENSG00000126261"	0.556436043027136	2.50464182141004e-17
"ENSG00000075131"	0.556040030442792	2.6663612665081e-17
"ENSG00000120992"	0.556002267952897	2.68230570433346e-17
"ENSG00000145782"	0.555910247997859	2.72155104173668e-17
"ENSG00000173418"	0.555908078879021	2.72248289057863e-17
"ENSG00000164190"	0.55588397857891	2.73285736145754e-17
"ENSG00000122882"	0.555879890058511	2.73462118409294e-17
"ENSG00000056097"	0.555443614333583	2.92937872960216e-17
"ENSG00000138674"	0.555247100412551	3.02147859481216e-17
"ENSG00000147475"	0.555143099241387	3.07136135711883e-17
"ENSG00000198695"	0.555121592159592	3.08177706184299e-17
"ENSG00000245532"	0.554847239461828	3.21771576672586e-17
"ENSG00000039123"	0.554764623396654	3.25978864553005e-17
"ENSG00000125818"	0.554729792305287	3.27768756544982e-17
"ENSG00000120802"	0.554664093352002	3.31171098602012e-17
"ENSG00000119638"	0.554460248213187	3.41949081271318e-17
"ENSG00000167986"	0.554261487165431	3.52788494036115e-17
"ENSG00000162819"	0.553855064143773	3.76009857746962e-17
"ENSG00000143106"	0.5537284869288	3.83542734117352e-17
"ENSG00000112245"	0.553619503370902	3.90146743083969e-17
"ENSG00000111716"	0.553530216080053	3.95640048797828e-17
"ENSG00000130779"	0.553389342684947	4.04461412158107e-17
"ENSG00000104517"	0.55247296007713	4.6672873118175e-17
"ENSG00000107937"	0.552283140957655	4.80753231241276e-17
"ENSG00000168522"	0.551977777421628	5.04184333978166e-17
"ENSG00000169239"	0.551730116209189	5.240053026079e-17
"ENSG00000100664"	0.551598000465525	5.34888679222519e-17
"ENSG00000150991"	0.551437063843768	5.48445376562869e-17
"ENSG00000112110"	0.551418234304986	5.50053308998639e-17
"ENSG00000142534"	0.551155677875966	5.72960525007287e-17
"ENSG00000155438"	0.551116466538885	5.76460745849319e-17
"ENSG00000102317"	0.550913407684557	5.94924323807018e-17
"ENSG00000198231"	0.550907934252972	5.95429932913075e-17
"ENSG00000118363"	0.550762857772233	6.08985724863698e-17
"ENSG00000089053"	0.550320364071893	6.52223967246685e-17
"ENSG00000124383"	0.550314518644396	6.52814791739689e-17
"ENSG00000119711"	0.550087274331313	6.76193790461795e-17
"ENSG00000105379"	0.549930939350463	6.92751219323717e-17
"ENSG00000165283"	0.549600430843956	7.29071805679151e-17
"ENSG00000104408"	0.549268776866877	7.67389123570507e-17
"ENSG00000107651"	0.548847039773292	8.18969419922083e-17
"ENSG00000157800"	0.548696370961838	8.38207064112275e-17
"ENSG00000100296"	0.548027556929685	9.29075782104976e-17
"ENSG00000145495"	0.547958205650446	9.39032222884766e-17
"ENSG00000182899"	0.547925688834056	9.43736383218979e-17
"ENSG00000105197"	0.547914661505907	9.45336919590123e-17
"ENSG00000243317"	0.547686006171656	9.79129405045975e-17
"ENSG00000077232"	0.547535531054127	1.00200956913656e-16
"ENSG00000123066"	0.54744896257023	1.01540870212596e-16
"ENSG00000110367"	0.54738950805487	1.02471248332493e-16
"ENSG00000125971"	0.547281992855926	1.04174929466243e-16
"ENSG00000109180"	0.547159810131203	1.06144681932702e-16
"ENSG00000138443"	0.547068486870472	1.07640685583023e-16
"ENSG00000159692"	0.546786758344476	1.12386942650621e-16
"ENSG00000147601"	0.546242286303554	1.22146796382212e-16
"ENSG00000132676"	0.545807227361534	1.30536970992593e-16
"ENSG00000103363"	0.545763727677817	1.31406233631181e-16
"ENSG00000115866"	0.545668739303007	1.33324133499805e-16
"ENSG00000108671"	0.545023821547225	1.47089211265455e-16
"ENSG00000171311"	0.544745788028013	1.53443730222782e-16
"ENSG00000136810"	0.544651840216996	1.55651025684066e-16
"ENSG00000187742"	0.54461022994644	1.56638551031451e-16
"ENSG00000164944"	0.544545895624155	1.58177454054823e-16
"ENSG00000119013"	0.544246630218782	1.65532588782635e-16
"ENSG00000123983"	0.544207829568568	1.66510367669061e-16
"ENSG00000206418"	0.543995271268222	1.71967927017349e-16
"ENSG00000138758"	0.543874622527187	1.75143088348005e-16
"ENSG00000105640"	0.543574797170725	1.83284091060472e-16
"ENSG00000198363"	0.543299092083648	1.91096098261504e-16
"ENSG00000162961"	0.54314839628534	1.95502694346706e-16
"ENSG00000165055"	0.542684327203058	2.09706373818956e-16
"ENSG00000138814"	0.542540238134685	2.14318311888083e-16
"ENSG00000132388"	0.54249978027076	2.1563100803862e-16
"ENSG00000198843"	0.542429068314712	2.17944235808624e-16
"ENSG00000106028"	0.5421682098525	2.26689593374705e-16
"ENSG00000198887"	0.542080803238147	2.29695981170442e-16
"ENSG00000170242"	0.54191802753638	2.35398991982732e-16
"ENSG00000136100"	0.541887197736601	2.36494635377582e-16
"ENSG00000070756"	0.541680347057103	2.43975856075305e-16
"ENSG00000115677"	0.541673870294427	2.44213801122323e-16
"ENSG00000139324"	0.541519808019871	2.49941161092864e-16
"ENSG00000174720"	0.541458811511909	2.52244861686321e-16
"ENSG00000168887"	0.541452657868977	2.52478420736823e-16
"ENSG00000225733"	0.540873172775662	2.75446762520068e-16
"ENSG00000087470"	0.540405225861449	2.95474376631725e-16
"ENSG00000187109"	0.540347673454707	2.98033809699444e-16
"ENSG00000075151"	0.539805548434	3.23231625616976e-16
"ENSG00000169905"	0.539764132110167	3.25240096897659e-16
"ENSG00000133639"	0.539665028048851	3.30095784445334e-16
"ENSG00000124783"	0.539430645969893	3.41863336347378e-16
"ENSG00000189403"	0.539086525516588	3.59887063514843e-16
"ENSG00000126814"	0.539067095509657	3.60931986460556e-16
"ENSG00000091009"	0.53901049517764	3.63992822156264e-16
"ENSG00000167658"	0.538921995993899	3.6882962053606e-16
"ENSG00000170606"	0.538404548770628	3.9839361667263e-16
"ENSG00000087460"	0.538322478103738	4.03290786354442e-16
"ENSG00000123728"	0.538296892621452	4.04829475221046e-16
"ENSG00000114956"	0.538218516501803	4.09578757248175e-16
"ENSG00000088986"	0.538169445062119	4.12579977473183e-16
"ENSG00000177156"	0.538004077731614	4.22853055631129e-16
"ENSG00000086232"	0.537721710592963	4.40975517709396e-16
"ENSG00000154813"	0.537300859023056	4.69403339863846e-16
"ENSG00000116539"	0.537021033272053	4.89288751739213e-16
"ENSG00000169976"	0.536985626725078	4.91862832660143e-16
"ENSG00000006652"	0.536889457938052	4.98921371792757e-16
"ENSG00000164327"	0.53614815066893	5.56757946599713e-16
"ENSG00000147604"	0.536077870203537	5.62569767956993e-16
"ENSG00000144895"	0.535299995612809	6.30991358068826e-16
"ENSG00000091651"	0.534988102379007	6.60653710898591e-16
"ENSG00000184047"	0.534854153156248	6.73807316282156e-16
"ENSG00000100811"	0.534647077897862	6.9464709016184e-16
"ENSG00000067900"	0.534571295917164	7.02430087732686e-16
"ENSG00000047849"	0.534503092221618	7.09507614472729e-16
"ENSG00000112701"	0.534501610494395	7.09662145010375e-16
"ENSG00000136485"	0.534172881774032	7.44771428003157e-16
"ENSG00000006530"	0.534057936054106	7.57444188757245e-16
"ENSG00000213639"	0.533843556726732	7.81645067409399e-16
"ENSG00000111696"	0.533712219918814	7.96843072625948e-16
"ENSG00000156735"	0.533661117792988	8.02834229492926e-16
"ENSG00000187446"	0.533521910287934	8.19378987130613e-16
"ENSG00000121022"	0.533512237303343	8.20540920343015e-16
"ENSG00000116497"	0.533379591095416	8.36637982435686e-16
"ENSG00000095787"	0.533148529445355	8.65418303157489e-16
"ENSG00000092439"	0.532822467675103	9.07683915547817e-16
"ENSG00000177565"	0.532786897432821	9.12414963284631e-16
"ENSG00000134644"	0.532640488433725	9.32143261891696e-16
"ENSG00000115392"	0.532473982884197	9.55086453656667e-16
"ENSG00000196510"	0.532430962313994	9.61103520898431e-16
"ENSG00000118816"	0.532326998348576	9.75797797792637e-16
"ENSG00000131368"	0.532048628898412	1.01623210404602e-15
"ENSG00000138029"	0.532018979683524	1.02063406815665e-15
"ENSG00000167904"	0.531690907850922	1.07060354863173e-15
"ENSG00000129315"	0.531508085386652	1.09947903561774e-15
"ENSG00000197958"	0.531507653578933	1.09954812937933e-15
"ENSG00000113048"	0.531490432341101	1.10230717007902e-15
"ENSG00000115128"	0.531215901997591	1.14721469165723e-15
"ENSG00000185222"	0.531120028284925	1.16331502864818e-15
"ENSG00000119203"	0.531024180819717	1.17963162563773e-15
"ENSG00000111615"	0.530773137787975	1.22343535570702e-15
"ENSG00000119185"	0.530506866950052	1.27163310481514e-15
"ENSG00000082898"	0.530477235625524	1.27711006141003e-15
"ENSG00000115816"	0.530476373929223	1.27726967897636e-15
"ENSG00000147162"	0.530321921079768	1.30619714986617e-15
"ENSG00000121039"	0.529589127096813	1.45240070435853e-15
"ENSG00000106105"	0.529521761028771	1.46661732959758e-15
"ENSG00000150867"	0.529296656682433	1.51511568608448e-15
"ENSG00000106803"	0.52926848086679	1.52129539342496e-15
"ENSG00000113407"	0.529141503344239	1.54945192734564e-15
"ENSG00000198431"	0.529110149449318	1.55648249163584e-15
"ENSG00000108582"	0.529028511299097	1.57493499987641e-15
"ENSG00000168259"	0.528808805585641	1.62566289286184e-15
"ENSG00000106588"	0.528718463233528	1.64698219978411e-15
"ENSG00000110801"	0.527829275389497	1.87193886715898e-15
"ENSG00000196214"	0.52775546685193	1.89190684335441e-15
"ENSG00000183207"	0.527641498122258	1.92314909813726e-15
"ENSG00000173889"	0.527385093922909	1.99529140104992e-15
"ENSG00000141867"	0.527296054762832	2.0209568835146e-15
"ENSG00000108107"	0.52724941924793	2.03452797237226e-15
"ENSG00000131626"	0.526808010247178	2.16746928287003e-15
"ENSG00000083099"	0.526796186206198	2.17114465101773e-15
"ENSG00000171928"	0.526795485219805	2.17136273572908e-15
"ENSG00000157837"	0.526491059081224	2.26812432564835e-15
"ENSG00000084733"	0.526391893618407	2.30054420946975e-15
"ENSG00000166295"	0.526326974288929	2.32201285266111e-15
"ENSG00000197343"	0.526219633190838	2.35794038259199e-15
"ENSG00000136937"	0.525945358248905	2.45222619575971e-15
"ENSG00000114416"	0.525909895774734	2.46468265810764e-15
"ENSG00000146425"	0.525593906955137	2.57844042413571e-15
"ENSG00000144524"	0.525203457267956	2.72610627197353e-15
"ENSG00000089154"	0.523913711051122	3.27501583402948e-15
"ENSG00000015479"	0.52350269452109	3.47161829706046e-15
"ENSG00000174953"	0.523305646640088	3.56991579109598e-15
"ENSG00000135870"	0.523126870748496	3.66144704159179e-15
"ENSG00000164934"	0.522948698545954	3.75494856368798e-15
"ENSG00000163867"	0.5228844620213	3.7892274575624e-15
"ENSG00000181163"	0.522882974671977	3.79002476974042e-15
"ENSG00000160049"	0.522863270333746	3.80060300474915e-15
"ENSG00000006607"	0.52285483010841	3.80514294014988e-15
"ENSG00000057019"	0.522785126147678	3.84283925888396e-15
"ENSG00000151247"	0.522529250476018	3.98437124670209e-15
"ENSG00000185246"	0.522231797472422	4.15530706663421e-15
"ENSG00000127526"	0.522158109770998	4.19874759242187e-15
"ENSG00000147684"	0.522092315707375	4.23790926092019e-15
"ENSG00000198015"	0.522009765411451	4.28754939193836e-15
"ENSG00000188846"	0.521898784018007	4.35518194442659e-15
"ENSG00000129084"	0.521278311341095	4.75293835773948e-15
"ENSG00000133131"	0.52101593662345	4.93161384993061e-15
"ENSG00000213443"	0.520914528883774	5.00241538151691e-15
"ENSG00000129116"	0.520851241112455	5.04710414512209e-15
"ENSG00000137074"	0.520825577334601	5.06533675443064e-15
"ENSG00000092841"	0.520459267072159	5.3326977406727e-15
"ENSG00000113194"	0.520400003554455	5.37722865250528e-15
"ENSG00000149925"	0.520399262950362	5.37778743732383e-15
"ENSG00000159131"	0.519754157346104	5.88668865866996e-15
"ENSG00000133142"	0.519630108888805	5.98980036567652e-15
"ENSG00000120738"	0.519617171972345	6.00065482527253e-15
"ENSG00000151012"	0.519584386561675	6.02824886153131e-15
"ENSG00000108021"	0.519334875197672	6.24235065957313e-15
"ENSG00000159593"	0.519043856543245	6.50146034874581e-15
"ENSG00000100567"	0.518989957838429	6.55058875962329e-15
"ENSG00000137710"	0.518932225524661	6.60361360184222e-15
"ENSG00000140043"	0.518919863339784	6.61502214285878e-15
"ENSG00000183520"	0.518761649021674	6.76274189352762e-15
"ENSG00000005339"	0.518523025085147	6.99164920021878e-15
"ENSG00000153113"	0.518167717025281	7.34657141524261e-15
"ENSG00000092148"	0.517645635318138	7.90020530036269e-15
"ENSG00000159592"	0.51764102493388	7.9052713209956e-15
"ENSG00000082701"	0.517364784970569	8.21467042407967e-15
"ENSG00000103429"	0.516836394962109	8.83976734317895e-15
"ENSG00000014641"	0.516802610969574	8.88127702878481e-15
"ENSG00000130816"	0.516637786587093	9.08653806190731e-15
"ENSG00000115419"	0.516637334571349	9.08710729051119e-15
"ENSG00000033030"	0.516611244027024	9.12002248148555e-15
"ENSG00000182117"	0.516312456685257	9.50536478668124e-15
"ENSG00000152700"	0.515024363862722	1.13566461746158e-14
"ENSG00000125445"	0.514425446659545	1.23331013532921e-14
"ENSG00000041802"	0.514170613137384	1.27730032467999e-14
"ENSG00000204410"	0.514082007533031	1.2929516764062e-14
"ENSG00000143442"	0.514052698670779	1.29816990011642e-14
"ENSG00000163162"	0.513968165320221	1.31333585732114e-14
"ENSG00000047410"	0.513667845061772	1.36862732282011e-14
"ENSG00000153317"	0.513523003533284	1.39609974631792e-14
"ENSG00000100219"	0.513160234992141	1.4672908982557e-14
"ENSG00000138382"	0.512652267116914	1.57296239629582e-14
"ENSG00000173145"	0.512558255615482	1.59331798213335e-14
"ENSG00000120533"	0.512557380379139	1.5935086930829e-14
"ENSG00000182504"	0.512326116610716	1.64468886857312e-14
"ENSG00000173559"	0.512303370108354	1.6498086340299e-14
"ENSG00000132680"	0.512234892969673	1.66531550101541e-14
"ENSG00000198042"	0.511967310768412	1.72728599781468e-14
"ENSG00000164902"	0.511892408971739	1.74503230561776e-14
"ENSG00000005483"	0.5114020036171	1.86569897953254e-14
"ENSG00000198786"	0.51125691008145	1.90293518791877e-14
"ENSG00000103769"	0.511047965020442	1.95783527776677e-14
"ENSG00000105993"	0.511023206843029	1.96444201298663e-14
"ENSG00000182718"	0.510990386244436	1.97323376055983e-14
"ENSG00000075420"	0.510985208853982	1.97462414508087e-14
"ENSG00000157500"	0.510973116060326	1.97787538204632e-14
"ENSG00000139163"	0.510825909206288	2.01787436970645e-14
"ENSG00000113648"	0.510807456255874	2.02294374571713e-14
"ENSG00000154305"	0.510556798501205	2.09304765622012e-14
"ENSG00000130150"	0.509983430938652	2.26244038997777e-14
"ENSG00000103194"	0.509706938453077	2.34883658284536e-14
"ENSG00000142937"	0.509250899935155	2.49841907885191e-14
"ENSG00000107372"	0.509241687252729	2.5015346896459e-14
"ENSG00000176102"	0.509239787495317	2.50217763455601e-14
"ENSG00000078747"	0.509059120096461	2.56406441908381e-14
"ENSG00000179222"	0.50863164999167	2.71650056339321e-14
"ENSG00000127922"	0.508178870771624	2.88760287629913e-14
"ENSG00000102910"	0.508022435908236	2.94912812376935e-14
"ENSG00000170854"	0.50778022961244	3.04691836114776e-14
"ENSG00000144224"	0.507603277493591	3.12035535265491e-14
"ENSG00000113971"	0.507292426683985	3.25356510295749e-14
"ENSG00000164985"	0.507238997569179	3.27701333643198e-14
"ENSG00000221978"	0.506814555586177	3.46923702042701e-14
"ENSG00000105583"	0.506496153828877	3.62061538681787e-14
"ENSG00000168234"	0.505934695577068	3.90340030560859e-14
"ENSG00000163605"	0.505812203864653	3.96789922472504e-14
"ENSG00000139146"	0.505687143977024	4.03482281955867e-14
"ENSG00000136682"	0.505377246840513	4.20543970778986e-14
"ENSG00000112308"	0.504759451703106	4.56683213950219e-14
"ENSG00000137818"	0.504572457685348	4.68206959410984e-14
"ENSG00000183431"	0.504420708672025	4.77766752622404e-14
"ENSG00000086758"	0.504245927860852	4.89013554488909e-14
"ENSG00000101654"	0.504228718728669	4.90134794011602e-14
"ENSG00000243678"	0.503949721832452	5.08666265432483e-14
"ENSG00000124228"	0.503917303126818	5.10863395198337e-14
"ENSG00000173812"	0.503911883362032	5.11231613811721e-14
"ENSG00000135446"	0.503891447296014	5.12622369344113e-14
"ENSG00000168724"	0.503187390708792	5.62856171697514e-14
"ENSG00000075407"	0.502965789633514	5.79638109006278e-14
"ENSG00000164070"	0.502495408518251	6.16893690393756e-14
"ENSG00000004455"	0.502039851314048	6.55196603257437e-14
"ENSG00000204120"	0.501949926906805	6.63026890136051e-14
"ENSG00000100504"	0.501872069496261	6.69880089772922e-14
"ENSG00000118873"	0.501787635174019	6.77390295781023e-14
"ENSG00000137876"	0.501780879735179	6.7799470940444e-14
"ENSG00000163811"	0.501383741209767	7.14466581777726e-14
"ENSG00000153037"	0.501124918255134	7.39258553541978e-14
"ENSG00000198840"	0.501003838955469	7.51142567357935e-14
"ENSG00000120694"	0.500495853227628	8.03064769389381e-14
"ENSG00000163466"	0.499980443844465	8.59318048717922e-14
"ENSG00000152795"	0.49949568472441	9.15722171558769e-14
"ENSG00000121749"	0.499335962586602	9.35085392289695e-14
"ENSG00000003402"	0.49880253362593	1.00269070571057e-13
"ENSG00000175061"	0.498414668735295	1.05481670725549e-13
"ENSG00000181704"	0.498115512080477	1.0968169257346e-13
"ENSG00000152520"	0.498093977289643	1.09990244270609e-13
"ENSG00000106460"	0.497531711396272	1.18352731542647e-13
"ENSG00000189159"	0.496823462385019	1.29772362353176e-13
"ENSG00000100418"	0.496746590899269	1.31074613639974e-13
"ENSG00000113712"	0.496324901312938	1.38448134954882e-13
"ENSG00000105968"	0.496017923709015	1.44068618480259e-13
"ENSG00000013561"	0.496012592715842	1.44168162894154e-13
"ENSG00000115875"	0.495813335361385	1.47937324895724e-13
"ENSG00000185608"	0.495768159684418	1.4880513607556e-13
"ENSG00000141543"	0.495679590537154	1.50520948822939e-13
"ENSG00000073803"	0.49546045210309	1.54849541794606e-13
"ENSG00000101361"	0.495102700873807	1.62178186481e-13
"ENSG00000160194"	0.495017751390097	1.63967464650031e-13
"ENSG00000173915"	0.494858217023564	1.67379861595669e-13
"ENSG00000140395"	0.494698761163315	1.70859718822745e-13
"ENSG00000130522"	0.494682588190152	1.71216580953007e-13
"ENSG00000165609"	0.494677416788918	1.71330842899028e-13
"ENSG00000129518"	0.494596165943502	1.73135866213736e-13
"ENSG00000147403"	0.49425215640214	1.80985746860251e-13
"ENSG00000009413"	0.494225649902316	1.81604785805789e-13
"ENSG00000104218"	0.494211097490885	1.81945523285167e-13
"ENSG00000107290"	0.494016140918091	1.86570871886472e-13
"ENSG00000147789"	0.493927906170179	1.88701729351689e-13
"ENSG00000165650"	0.492805530460643	2.17966490233044e-13
"ENSG00000165629"	0.49269735619927	2.21010227216751e-13
"ENSG00000038219"	0.492556084549789	2.25047675023242e-13
"ENSG00000143727"	0.491719406614124	2.50474791933067e-13
"ENSG00000132199"	0.491672707406625	2.51973641794389e-13
"ENSG00000159128"	0.491666576913143	2.52171052968805e-13
"ENSG00000163938"	0.490993411206932	2.74790156090016e-13
"ENSG00000131503"	0.489819598384868	3.19048973912906e-13
"ENSG00000104375"	0.489583883721709	3.2873912128839e-13
"ENSG00000178982"	0.489570137636077	3.29312981858278e-13
"ENSG00000073614"	0.489332304850652	3.39397769389403e-13
"ENSG00000144554"	0.488969325188849	3.55371715038326e-13
"ENSG00000151327"	0.488899627081343	3.58521725213977e-13
"ENSG00000102309"	0.488756136319431	3.65092690829735e-13
"ENSG00000073584"	0.488487862971874	3.77694111354895e-13
"ENSG00000065526"	0.488238800967904	3.89771838384563e-13
"ENSG00000077254"	0.488233573614755	3.90029316757538e-13
"ENSG00000122705"	0.487895387078193	4.07043901698762e-13
"ENSG00000134283"	0.487871194904841	4.08288377113571e-13
"ENSG00000129559"	0.487586974957896	4.2318947693505e-13
"ENSG00000155380"	0.487460533369597	4.29987612417288e-13
"ENSG00000127804"	0.48706675471359	4.51847788813527e-13
"ENSG00000082269"	0.487019107965586	4.54565164029786e-13
"ENSG00000113387"	0.486821293614879	4.66018101167053e-13
"ENSG00000175390"	0.486669697118337	4.74984932505573e-13
"ENSG00000122786"	0.486378484097767	4.92683934215817e-13
"ENSG00000058272"	0.486247419432093	5.0085772874038e-13
"ENSG00000151353"	0.486129558514166	5.08320775083562e-13
"ENSG00000198677"	0.486111920655357	5.09446895976901e-13
"ENSG00000198408"	0.485751666237932	5.32986990064713e-13
"ENSG00000100650"	0.485471926111755	5.51993621770321e-13
"ENSG00000149187"	0.484962141157083	5.88342314084932e-13
"ENSG00000204387"	0.484680769358257	6.09392439953626e-13
"ENSG00000115947"	0.484398948887973	6.31210781799745e-13
"ENSG00000111300"	0.484069126029253	6.5771264969518e-13
"ENSG00000177410"	0.483630399612479	6.94650101140229e-13
"ENSG00000111364"	0.483257089786108	7.2766443331161e-13
"ENSG00000109685"	0.483078968590613	7.43950596141207e-13
"ENSG00000051108"	0.482978982169164	7.53247650677634e-13
"ENSG00000117632"	0.482928892909312	7.57947550559152e-13
"ENSG00000125107"	0.482748402516343	7.75121089858802e-13
"ENSG00000182004"	0.482549890958187	7.94446962451967e-13
"ENSG00000146457"	0.482419419963738	8.0740352147371e-13
"ENSG00000171858"	0.481645010394045	8.88649736399909e-13
"ENSG00000169567"	0.481641158115789	8.89073143834063e-13
"ENSG00000143771"	0.481592096477399	8.94482765879119e-13
"ENSG00000228474"	0.481112038264242	9.49134505742392e-13
"ENSG00000111642"	0.48083588422105	9.82031988715177e-13
"ENSG00000143314"	0.48081624234958	9.84413703106399e-13
"ENSG00000109475"	0.480500644410807	1.0234622700234e-12
"ENSG00000133706"	0.480343836732118	1.04342066323759e-12
"ENSG00000010244"	0.480320434915401	1.04643154504631e-12
"ENSG00000125351"	0.480306521156262	1.0482256998195e-12
"ENSG00000108587"	0.480258434000839	1.05444954653464e-12
"ENSG00000090060"	0.479898752486053	1.10215738910631e-12
"ENSG00000111906"	0.479793919946665	1.11645341610229e-12
"ENSG00000169359"	0.479171220033461	1.20516697864838e-12
"ENSG00000197102"	0.478710031059326	1.27525711668634e-12
"ENSG00000136819"	0.478704313611019	1.27615046477103e-12
"ENSG00000197448"	0.478413855110388	1.32234496246833e-12
"ENSG00000085760"	0.478031367376497	1.38566548231947e-12
"ENSG00000100852"	0.477912257065148	1.40597989537547e-12
"ENSG00000134884"	0.477888996805483	1.40998065862061e-12
"ENSG00000101109"	0.477626114204266	1.45597392745643e-12
"ENSG00000221983"	0.477104057234846	1.551681596795e-12
"ENSG00000131876"	0.477044000496343	1.56307678182585e-12
"ENSG00000182180"	0.476293426728513	1.71254600001103e-12
"ENSG00000132466"	0.475628033739069	1.85661720173424e-12
"ENSG00000154723"	0.47537241786206	1.91504309067419e-12
"ENSG00000196950"	0.475256465205463	1.94213258414377e-12
"ENSG00000168137"	0.474903886073001	2.02681513352013e-12
"ENSG00000070814"	0.474771877665305	2.05943663520476e-12
"ENSG00000140374"	0.474503156345374	2.12742852200085e-12
"ENSG00000115944"	0.474267366046315	2.18888366076011e-12
"ENSG00000033170"	0.474221660558376	2.20099438644819e-12
"ENSG00000138326"	0.474106836084519	2.23170818193254e-12
"ENSG00000167978"	0.473442308535581	2.41782190843786e-12
"ENSG00000134247"	0.47312322242574	2.51247240831884e-12
"ENSG00000134697"	0.472987662675535	2.55376593906905e-12
"ENSG00000101290"	0.472847534445451	2.5971450329693e-12
"ENSG00000115760"	0.472043845423469	2.86013813098077e-12
"ENSG00000132549"	0.471923807011895	2.90157913616924e-12
"ENSG00000118482"	0.471808272415328	2.94201669642994e-12
"ENSG00000152904"	0.471638785725097	3.0023314878201e-12
"ENSG00000184076"	0.471475754643791	3.06148318807742e-12
"ENSG00000163319"	0.470949099707288	3.26041733933426e-12
"ENSG00000102054"	0.47073357559749	3.34540480963987e-12
"ENSG00000120333"	0.470690005062059	3.36284594818402e-12
"ENSG00000161654"	0.470657009835799	3.37611265200154e-12
"ENSG00000184349"	0.469096104871754	4.06537943187476e-12
"ENSG00000108861"	0.469086105937393	4.07020816448657e-12
"ENSG00000137831"	0.468947567497413	4.13768867264057e-12
"ENSG00000168172"	0.46627227155329	5.6758751510309e-12
"ENSG00000071794"	0.466221995536744	5.70954124822105e-12
"ENSG00000149311"	0.466083744832223	5.80312168080892e-12
"ENSG00000234420"	0.465930882002495	5.90832933553725e-12
"ENSG00000115524"	0.465728573081454	6.05042366370504e-12
"ENSG00000137210"	0.465154551727177	6.47192526860857e-12
"ENSG00000013441"	0.464488411055721	6.99691652134769e-12
"ENSG00000139746"	0.464452861743686	7.02606746473753e-12
"ENSG00000127481"	0.463858563102564	7.53125160300898e-12
"ENSG00000178980"	0.463718392691257	7.65545423906095e-12
"ENSG00000128609"	0.463071062098005	8.25535352732434e-12
"ENSG00000151576"	0.462435820225076	8.88836120014146e-12
"ENSG00000114857"	0.462271126554692	9.06002865702194e-12
"ENSG00000151893"	0.462208041285289	9.1266352790226e-12
"ENSG00000169139"	0.461041977238848	1.0447041068572e-11
"ENSG00000025796"	0.46083036206228	1.07058002111751e-11
"ENSG00000108510"	0.460509192141972	1.11104617049541e-11
"ENSG00000100461"	0.460169892782485	1.15541073152533e-11
"ENSG00000145012"	0.460052775540147	1.17112024169046e-11
"ENSG00000127483"	0.45940978750995	1.26113586219702e-11
"ENSG00000134248"	0.459381292738588	1.26527681198524e-11
"ENSG00000173575"	0.458676197604662	1.37205667695731e-11
"ENSG00000127603"	0.458275866544619	1.43652784925185e-11
"ENSG00000198804"	0.458262712077282	1.43869549571483e-11
"ENSG00000066933"	0.45815060187573	1.45729889415048e-11
"ENSG00000138385"	0.457887662404513	1.50185233568955e-11
"ENSG00000125037"	0.457780846874304	1.52032713786817e-11
"ENSG00000174173"	0.457351060341334	1.59692013664243e-11
"ENSG00000131437"	0.45680396948096	1.69985723043091e-11
"ENSG00000187164"	0.456745515601975	1.71122935647335e-11
"ENSG00000167088"	0.456609547723659	1.73796840119539e-11
"ENSG00000132780"	0.456310537948547	1.79820642521136e-11
"ENSG00000055044"	0.456200252595994	1.82093239882254e-11
